ID,Country,Fabric,Collection,Артикул,Tile_name,Hight,Widght,Thickness,Measurement,Surface,Structure,Rettification,Material,Tonal_Variety,Usage_of,Type_Tile,Color1,Color2,Color3,Theme1,Theme2,Theme3,Theme4
556178,Италия,Sartoria,Genesi,SAGEL0415MIX,Decor Mix Luce Blues,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,серый,синий,none,штукатурка,окраска,геометрия,пэчворк
556179,Италия,Sartoria,Genesi,SAGEL0615MIX,Decor Mix Luce Browns,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,коричневый,none,штукатурка,окраска,геометрия,пэчворк
556180,Италия,Sartoria,Genesi,SAGEL0715MIX,Decor Mix Luce Rainbow,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,зеленый,коричневый,штукатурка,окраска,геометрия,пэчворк
556181,Италия,Sartoria,Genesi,SAGEA0215MIX,Decor Mix Aria Greens,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,зеленый,none,none,штукатурка,окраска,под мозаику,пэчворк
556182,Италия,Sartoria,Genesi,SAGEA0415MIX,Decor Mix Aria Blues,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,серый,синий,none,штукатурка,окраска,под мозаику,пэчворк
556183,Италия,Sartoria,Genesi,SAGEA0615MIX,Decor Mix Aria Browns,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,коричневый,none,штукатурка,окраска,под мозаику,пэчворк
556184,Италия,Sartoria,Genesi,SAGEA0715MIX,Decor Mix Aria Rainbow,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,коричневый,белый,штукатурка,окраска,под мозаику,пэчворк
556185,Италия,Sartoria,Genesi,SAGET0215MIX,Decor Mix Terra Greens,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,зеленый,none,none,штукатурка,окраска,геометрия,пэчворк
556186,Италия,Sartoria,Genesi,SAGET0415MIX,Decor Mix Terra Blues,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,серый,синий,none,штукатурка,окраска,геометрия,пэчворк
556187,Италия,Sartoria,Genesi,SAGET0615MIX,Decor Mix Terra Browns,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,коричневый,серый,штукатурка,окраска,геометрия,пэчворк
556188,Италия,Sartoria,Genesi,SAGET0715MIX,Decor Mix Terra Rainbow,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,серый,микс,штукатурка,окраска,геометрия,пэчворк
556189,Италия,Sartoria,Genesi,SAGEQ0215MIX,Decor Mix Acqua Greens,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,зеленый,none,none,штукатурка,окраска,геометрия,пэчворк
556190,Италия,Sartoria,Genesi,SAGEQ0415MIX,Decor Mix Acqua Blues,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,серый,синий,none,штукатурка,окраска,геометрия,пэчворк
556191,Италия,Sartoria,Genesi,SAGEQ0615MIX,Decor Mix Acqua Browns,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,коричневый,none,штукатурка,окраска,геометрия,пэчворк
556192,Италия,Sartoria,Genesi,SAGEQ0715MIX,Decor Mix Acqua Rainbow,15,15,8.5,м²,матовая,0,0,керамогранит,2,универсальная,декор,бежевый,серый,none,штукатурка,окраска,геометрия,пэчворк
556193,Италия,Sartoria,Mar,SAMA0120N,Casa Sant'Elena,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,синий,белый,штукатурка,окраска,геометрия,состаренная
556194,Италия,Sartoria,Mar,SAMA0220N,Casino Di Monsignore,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,коричневый,синий,штукатурка,окраска,геометрия,состаренная
556195,Италия,Sartoria,Mar,SAMA0320N,Casino Tarricone,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,белый,синий,none,штукатурка,окраска,геометрия,состаренная
556196,Италия,Sartoria,Mar,SAMA0420N,Casino Gioia,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,белый,синий,коричневый,штукатурка,окраска,геометрия,состаренная
556197,Италия,Sartoria,Mar,SAMA0520N,Masseria Paolillo,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,белый,синий,красный,штукатурка,окраска,геометрия,состаренная
556198,Италия,Sartoria,Mar,SAMA0620N,Masseria Schinosa,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,зеленый,синий,штукатурка,окраска,геометрия,состаренная
556199,Италия,Sartoria,Mar,SAMA0720N,Molo Sant'Antonio,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,голубой,коричневый,штукатурка,окраска,геометрия,состаренная
556200,Италия,Sartoria,Mar,SAMA0820N,Villa Dragonetti,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,зеленый,синий,штукатурка,окраска,геометрия,состаренная
556201,Италия,Sartoria,Mar,SAMA20MIXN,Mix All,20,20,10,м²,матовая,1,0,керамогранит,2,универсальная,декор,микс,синий,коричневый,штукатурка,окраска,геометрия,пэчворк
556202,Италия,Sartoria,Materici,SAMAT0162G,Latte,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,белый,бежевый,none,штукатурка,окраска,кирпичик,none
556203,Италия,Sartoria,Materici,SAMAT0262G,Argilla,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556204,Италия,Sartoria,Materici,SAMAT0362G,Cannella,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,бежевый,none,none,штукатурка,окраска,кирпичик,none
556205,Италия,Sartoria,Materici,SAMAT0462G,Cedro,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,коричневый,none,none,штукатурка,окраска,кирпичик,none
556206,Италия,Sartoria,Materici,SAMAT0562G,Stagno,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,синий,none,none,штукатурка,окраска,кирпичик,none
556207,Италия,Sartoria,Materici,SAMAT0662G,Foresta,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556208,Италия,Sartoria,Materici,SAMAT0762G,Visone,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556209,Италия,Sartoria,Materici,SAMAT0862G,Pepe,6,25,9.5,м²,глянец,0,0,керамогранит,3,универсальная,фон,черный,none,none,штукатурка,окраска,кирпичик,none
556210,Италия,Sartoria,Materici,SAMAT01Q,Quarter Round Latte,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,белый,бежевый,none,штукатурка,окраска,кирпичик,none
556211,Италия,Sartoria,Materici,SAMAT02Q,Quarter Round Argilla,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556212,Италия,Sartoria,Materici,SAMAT03Q,Quarter Round Cannella,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,бежевый,none,none,штукатурка,окраска,кирпичик,none
556213,Италия,Sartoria,Materici,SAMAT04Q,Quarter Round Cedro,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,коричневый,none,none,штукатурка,окраска,кирпичик,none
556214,Италия,Sartoria,Materici,SAMAT05Q,Quarter Round Stagno,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,синий,none,none,штукатурка,окраска,кирпичик,none
556215,Италия,Sartoria,Materici,SAMAT06Q,Quarter Round Foresta,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556216,Италия,Sartoria,Materici,SAMAT07Q,Quarter Round Visone,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556217,Италия,Sartoria,Materici,SAMAT08Q,Quarter Round Pepe,1.3,25,9.5,шт,глянец,0,0,керамогранит,3,универсальная,фон,черный,none,none,штукатурка,окраска,кирпичик,none
556218,Италия,Sartoria,Scenari,SASC01612N,1.0 Tropical Paint,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,желтый,none,штукатурка,окраска,природа,none
556219,Италия,Sartoria,Scenari,SASC02612N,2.0 Camargue,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,бежевый,none,штукатурка,окраска,природа,none
556220,Италия,Sartoria,Scenari,SASC03612N,3.0 Oh My Green,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,none,none,штукатурка,окраска,природа,none
556221,Италия,Sartoria,Scenari,SASC04612N,4.0 Boiserie,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,none,none,штукатурка,окраска,геометрия,none
556222,Италия,Sartoria,Scenari,SASC05612N,5.0 Parrotland,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,none,none,штукатурка,окраска,природа,none
556223,Италия,Sartoria,Scenari,SASC06612N,6.0 Leaf In Time,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,зеленый,none,none,штукатурка,окраска,природа,none
556224,Италия,Sartoria,Scenari,SASC07612N,7.0 Wonder Place,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,синий,зеленый,none,штукатурка,окраска,природа,none
556225,Италия,Sartoria,Scenari,SASC08612N,8.0 Blue Shapes,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,синий,серый,none,штукатурка,окраска,геометрия,none
556226,Италия,Sartoria,Scenari,SASC09612N,9.0 Glass Factory,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,синий,зеленый,none,штукатурка,окраска,кирпичик,под мозаику
556227,Италия,Sartoria,Scenari,SASC10612N,10.0 Dark Moon,60,120,6,м²,матовая,0,1,керамогранит,1,стены,декор,черный,зеленый,none,штукатурка,окраска,природа,none
556228,Италия,Sartoria,Tbrick,SATB0116G,Coconut,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,белый,none,none,штукатурка,окраска,кирпичик,none
556229,Италия,Sartoria,Tbrick,SATB0216G,Navy,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,синий,none,none,штукатурка,окраска,кирпичик,none
556230,Италия,Sartoria,Tbrick,SATB0316G,Eucalyptus,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556231,Италия,Sartoria,Tbrick,SATB0416G,Apricot,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,розовый,none,none,штукатурка,окраска,кирпичик,none
556232,Италия,Sartoria,Tbrick,SATB0516G,Cerulean,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,голубой,none,none,штукатурка,окраска,кирпичик,none
556233,Италия,Sartoria,Tbrick,SATB0616G,Sepia,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,бежевый,none,none,штукатурка,окраска,кирпичик,none
556234,Италия,Sartoria,Tbrick,SATB0716G,Petroleum,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,зеленый,синий,none,штукатурка,окраска,кирпичик,none
556235,Италия,Sartoria,Tbrick,SATB0816G,Rain,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556236,Италия,Sartoria,Tbrick,SATB0916G,Pink Panther,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,розовый,none,none,штукатурка,окраска,кирпичик,none
556237,Италия,Sartoria,Tbrick,SATB1016G,Aquamarine,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556238,Италия,Sartoria,Tbrick,SATB1116G,Seashell,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,бежевый,серый,none,штукатурка,окраска,кирпичик,none
556239,Италия,Sartoria,Tbrick,SATB1216G,Shark,5.2,16,10,м²,глянец,0,0,керамика,3,стены,фон,зеленый,серый,none,штукатурка,окраска,кирпичик,none
556240,Италия,Sartoria,Tbrick,SATB01Q,Quarter Round Coconut,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,белый,none,none,штукатурка,окраска,none,none
556241,Италия,Sartoria,Tbrick,SATB02Q,Quarter Round Navy,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,синий,none,none,штукатурка,окраска,none,none
556242,Италия,Sartoria,Tbrick,SATB03Q,Quarter Round Eucalyptus,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556243,Италия,Sartoria,Tbrick,SATB04Q,Quarter Round Apricot,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,розовый,none,none,штукатурка,окраска,none,none
556244,Италия,Sartoria,Tbrick,SATB05Q,Quarter Round Cerulean,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,голубой,none,none,штукатурка,окраска,none,none
556245,Италия,Sartoria,Tbrick,SATB06Q,Quarter Round Sepia,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,бежевый,none,none,штукатурка,окраска,none,none
556246,Италия,Sartoria,Tbrick,SATB07Q,Quarter Round Petroleum,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,синий,none,штукатурка,окраска,none,none
556247,Италия,Sartoria,Tbrick,SATB08Q,Quarter Round Rain,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,серый,none,none,штукатурка,окраска,none,none
556248,Италия,Sartoria,Tbrick,SATB09Q,Quarter Round Pink Panther,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,розовый,none,none,штукатурка,окраска,none,none
556249,Италия,Sartoria,Tbrick,SATB10Q,Quarter Round Aquamarine,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556250,Италия,Sartoria,Tbrick,SATB11Q,Quarter Round Seashell,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,бежевый,серый,none,штукатурка,окраска,none,none
556251,Италия,Sartoria,Tbrick,SATB12Q,Quarter Round Shark,1.3,32.1,10,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,серый,none,штукатурка,окраска,none,none
556252,Италия,Sartoria,Tint,SATI0116N,Blanc,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,белый,none,none,штукатурка,окраска,кирпичик,none
556253,Италия,Sartoria,Tint,SATI0216N,Dune,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,бежевый,none,none,штукатурка,окраска,кирпичик,none
556254,Италия,Sartoria,Tint,SATI0316N,Fog,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556255,Италия,Sartoria,Tint,SATI0416N,Sea Glass,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,зеленый,серый,none,штукатурка,окраска,кирпичик,none
556256,Италия,Sartoria,Tint,SATI0516N,Garden,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556257,Италия,Sartoria,Tint,SATI0616N,Water,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,серый,голубой,none,штукатурка,окраска,кирпичик,none
556258,Италия,Sartoria,Tint,SATI0716N,Ocean,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,синий,none,none,штукатурка,окраска,кирпичик,none
556259,Италия,Sartoria,Tint,SATI0816N,Cityscape,5.2,16,10,м²,матовая,0,0,керамика,3,стены,фон,серый,зеленый,none,штукатурка,окраска,кирпичик,none
556260,Италия,Sartoria,Tint,SATI01Q,Quarter Round Blanc,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,белый,none,none,штукатурка,окраска,none,none
556261,Италия,Sartoria,Tint,SATI02Q,Quarter Round Dune,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,бежевый,none,none,штукатурка,окраска,none,none
556262,Италия,Sartoria,Tint,SATI03Q,Quarter Round Fog,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,серый,none,none,штукатурка,окраска,none,none
556263,Италия,Sartoria,Tint,SATI04Q,Quarter Round Sea Glass,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,зеленый,серый,none,штукатурка,окраска,none,none
556264,Италия,Sartoria,Tint,SATI05Q,Quarter Round Garden,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556265,Италия,Sartoria,Tint,SATI06Q,Quarter Round Water,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,серый,голубой,none,штукатурка,окраска,none,none
556266,Италия,Sartoria,Tint,SATI07Q,Quarter Round Ocean,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,синий,none,none,штукатурка,окраска,none,none
556267,Италия,Sartoria,Tint,SATI08Q,Quarter Round Cityscape,1.3,32.1,10,шт,матовая,0,0,керамика,3,стены,бордюр,серый,зеленый,none,штукатурка,окраска,none,none
556268,Италия,Sartoria,Memorie,SAME0113G,Bianco Antico,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,белый,none,none,штукатурка,окраска,кирпичик,none
556269,Италия,Sartoria,Memorie,SAME0213G,Merletto,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,бежевый,белый,none,штукатурка,окраска,кирпичик,none
556270,Италия,Sartoria,Memorie,SAME0313G,Chiaro Di Luna,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,серый,белый,none,штукатурка,окраска,кирпичик,none
556271,Италия,Sartoria,Memorie,SAME0413G,Cinerino,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,серый,none,none,штукатурка,окраска,кирпичик,none
556272,Италия,Sartoria,Memorie,SAME0513G,Nuvola,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556273,Италия,Sartoria,Memorie,SAME0613G,Cipria,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,розовый,none,none,штукатурка,окраска,кирпичик,none
556274,Италия,Sartoria,Memorie,SAME0713G,Scarlatto,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,красный,none,none,штукатурка,окраска,кирпичик,none
556275,Италия,Sartoria,Memorie,SAME0813G,Giada,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556276,Италия,Sartoria,Memorie,SAME0913G,Edera,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556277,Италия,Sartoria,Memorie,SAME1013G,Muschio,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556278,Италия,Sartoria,Memorie,SAME1113G,Oltremare,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556279,Италия,Sartoria,Memorie,SAME1213G,Blu Reale,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,синий,none,штукатурка,окраска,кирпичик,none
556280,Италия,Sartoria,Memorie,SAME1313G,Topazio,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,синий,none,none,штукатурка,окраска,кирпичик,none
556281,Италия,Sartoria,Memorie,SAME1413G,Blu Di Prussia,6.5,13,9,м²,глянец,0,0,керамика,3,стены,фон,зеленый,none,none,штукатурка,окраска,кирпичик,none
556282,Италия,Sartoria,Memorie,SAME01Q,Quarter Round Bianco,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,белый,none,none,штукатурка,окраска,none,none
556283,Италия,Sartoria,Memorie,SAME02Q,Quarter Round Merletto,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,бежевый,белый,none,штукатурка,окраска,none,none
556284,Италия,Sartoria,Memorie,SAME03Q,Quarter Round Chiaro Di Luna,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,серый,белый,none,штукатурка,окраска,none,none
556285,Италия,Sartoria,Memorie,SAME04Q,Quarter Round Cinerino,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,серый,none,none,штукатурка,окраска,none,none
556286,Италия,Sartoria,Memorie,SAME05Q,Quarter Round Nuvola,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556287,Италия,Sartoria,Memorie,SAME06Q,Quarter Round Cipria,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,розовый,none,none,штукатурка,окраска,none,none
556288,Италия,Sartoria,Memorie,SAME07Q,Quarter Round Scarlatto,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,красный,none,none,штукатурка,окраска,none,none
556289,Италия,Sartoria,Memorie,SAME08Q,Quarter Round Giada,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556290,Италия,Sartoria,Memorie,SAME09Q,Quarter Round Edera,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556291,Италия,Sartoria,Memorie,SAME10Q,Quarter Round Muschio,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556292,Италия,Sartoria,Memorie,SAME11Q,Quarter Round Oltremare,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556293,Италия,Sartoria,Memorie,SAME12Q,Quarter Round Blu Reale,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,синий,none,штукатурка,окраска,none,none
556294,Италия,Sartoria,Memorie,SAME13Q,Quarter Round Topazio,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,синий,none,none,штукатурка,окраска,none,none
556295,Италия,Sartoria,Memorie,SAME14Q,Quarter Round Blu Di Prussia,1.2,26.1,9,шт,глянец,0,0,керамика,3,стены,бордюр,зеленый,none,none,штукатурка,окраска,none,none
556296,Италия,Sartoria,Decorata,SADEAZ15N,Azzurro,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,фон,голубой,none,none,штукатурка,окраска,none,none
556297,Италия,Sartoria,Decorata,SADEBI15N,Bianco,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,фон,белый,none,none,штукатурка,окраска,none,none
556298,Италия,Sartoria,Decorata,SADEGR15N,Grigio,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,фон,серый,none,none,штукатурка,окраска,none,none
556299,Италия,Sartoria,Decorata,SADE0115N,1,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,белый,none,штукатурка,окраска,геометрия,none
556300,Италия,Sartoria,Decorata,SADE0215N,2,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,черный,белый,штукатурка,окраска,геометрия,none
556301,Италия,Sartoria,Decorata,SADE0315N,3,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,черный,none,штукатурка,окраска,геометрия,none
556302,Италия,Sartoria,Decorata,SADE0415N,4,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,белый,черный,штукатурка,окраска,геометрия,none
556303,Италия,Sartoria,Decorata,SADE0515N,Grigio,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,none,none,штукатурка,окраска,геометрия,none
556304,Италия,Sartoria,Decorata,SADE0615N,6,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,желтый,голубой,none,штукатурка,окраска,геометрия,none
556305,Италия,Sartoria,Decorata,SADE0715N,7,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,желтый,голубой,белый,штукатурка,окраска,геометрия,none
556306,Италия,Sartoria,Decorata,SADE0815N,8,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,розовый,белый,штукатурка,окраска,геометрия,none
556307,Италия,Sartoria,Decorata,SADE0915N,9,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,голубой,серый,белый,штукатурка,окраска,геометрия,none
556308,Италия,Sartoria,Decorata,SADE1015N,10,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,белый,голубой,штукатурка,окраска,геометрия,none
556309,Италия,Sartoria,Decorata,SADE1115N,11,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,серый,черный,белый,штукатурка,окраска,геометрия,none
556310,Италия,Sartoria,Decorata,SADE1215N,12,15,15,8.5,м²,матовая,0,0,керамогранит,1,универсальная,декор,черный,белый,none,штукатурка,окраска,геометрия,none
